J-Ks,J-Ks_err,H-Ks,H-Ks_err,J-H,J-H_err,M_calibrated_K=MAG_APER_K+26.445934±0.0033441332,M_calibrated_err_K,M_calibrated_J=MAG_APER_J+27.93667±0.0224088083,M_calibrated_err_J,M_calibrated_H,M_calibrated_err_H,NUMBER_K,X_WORLD_K,Y_WORLD_K,X_IMAGE_K,Y_IMAGE_K,MAG_ISO_K,MAGERR_ISO_K,MAG_ISOCOR_K,MAGERR_ISOCOR_K,MAG_APER_K,MAGERR_APER_K,MAG_AUTO_K,MAGERR_AUTO_K,MAG_BEST_K,MAGERR_BEST_K,ISOAREA_IMAGE_K,THETA_IMAGE_K,ELONGATION_K,CLASS_STAR_K,NUMBER_J,X_WORLD_J,Y_WORLD_J,X_IMAGE_J,Y_IMAGE_J,MAG_ISO_J,MAGERR_ISO_J,MAG_ISOCOR_J,MAGERR_ISOCOR_J,MAG_APER_J,MAGERR_APER_J,MAG_AUTO_J,MAGERR_AUTO_J,MAG_BEST_J,MAGERR_BEST_J,ISOAREA_IMAGE_J,THETA_IMAGE_J,ELONGATION_J,CLASS_STAR_J,NUMBER_H,X_WORLD_H,Y_WORLD_H,X_IMAGE_H,Y_IMAGE_H,MAG_ISO_H,MAGERR_ISO_H,MAG_ISOCOR_H,MAGERR_ISOCOR_H,MAG_APER_H,MAGERR_APER_H,MAG_AUTO_H,MAGERR_AUTO_H,MAG_BEST_H,MAGERR_BEST_H,ISOAREA_IMAGE_H,THETA_IMAGE_H,ELONGATION_H,CLASS_STAR_H
3.2777036,0.6504077653,,,,,19.315884,0.1061622335,22.5935876,0.6416851575,,,594,158.2766910247,59.1227439889,377.14926,131.46799,-7.1315794,0.04080851,-7.277174,0.041453857,-7.13005,0.10610955,-7.1727886,0.053316075,-7.1727886,0.053316075,67,42.58871,1.0991998,0.9791185,594,158.2767113562,59.1227101113,377.14926,131.46799,-5.575294,0.18055534,-8.770912,0.021543408,-5.3430824,0.64129376,-5.770427,0.21644689,-5.770427,0.21644689,33,42.58871,1.0991998,0.6708807,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,595,158.1886493683,59.122709342,1023.1592,130.5989,-4.902967,0.13633041,-5.2278576,0.13764763,99,99,-5.2742968,0.15401483,-5.2742968,0.15401483,14,15.538988,1.3024648,0.5085592,595,158.1886167613,59.1226601775,1023.1592,130.5989,99,99,99,99,99,99,99,99,99,99,0,15.538988,1.3024648,0.019272702,,,,,,,,,,,,,,,,,,,
106.6588454,99.0003299076,,,,,20.2778246,0.2545970635,126.93667,99.0000025361,,,596,158.1922307923,59.1224953112,996.8804,127.53735,-5.848699,0.0954188,-6.3220444,0.09340598,-6.1681094,0.2545751,-6.3895082,0.116704084,-6.3895082,0.116704084,38,-6.000429,1.636064,0.19665289,596,158.1922004795,59.1224466394,996.8804,127.53735,99,99,99,99,99,99,99,99,99,99,0,-6.000429,1.636064,0.0006105371,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,597,158.1862728907,59.1225541921,1040.597,128.38235,-4.2599373,0.21031429,-4.900318,0.19437742,99,99,-5.2939644,0.16393478,-5.2939644,0.16393478,9,-45.90874,1.1608039,0.47854796,597,158.1862389573,59.1225045215,1040.597,128.38235,99,99,99,99,99,99,99,99,99,99,0,-45.90874,1.1608039,0.019272702,,,,,,,,,,,,,,,,,,,
106.382709,99.0005449528,,,,,20.553961,0.3277175627,126.93667,99.0000025361,,,598,158.2908381576,59.1224975049,273.33896,128.08336,-5.2269115,0.123809434,-5.643972,0.12293257,-5.891973,0.3277005,-5.59826,0.13972813,-5.59826,0.13972813,21,29.230797,1.4007683,0.5037267,598,158.2908671674,59.1224659284,273.33896,128.08336,99,99,99,99,99,99,99,99,99,99,0,29.230797,1.4007683,0.34699354,,,,,,,,,,,,,,,,,,,
107.339689,99.0000971531,,,,,19.596981,0.1368728387,126.93667,99.0000025361,,,599,158.1903992107,59.1223037475,1010.31995,124.798996,-6.804799,0.04795817,-6.95753,0.048738897,-6.848953,0.13683198,-6.7988253,0.06600919,-6.7988253,0.06600919,45,21.3516,1.1301694,0.9494073,599,158.190367923,59.1222546422,1010.31995,124.798996,99,99,99,99,99,99,99,99,99,99,0,21.3516,1.1301694,0.019272702,,,,,,,,,,,,,,,,,,,
3.634663,1.3249960512,,,,,19.741139,0.1559970185,23.375802,1.3157809339,,,600,158.2679050686,59.1222059143,441.6081,123.69924,-6.20696,0.07284204,-6.494874,0.0738573,-6.704795,0.15596117,-6.500106,0.10994097,-6.500106,0.10994097,40,57.198692,1.1767637,0.8728198,600,158.267920466,59.1221701905,441.6081,123.69924,-4.5041018,0.38045532,-7.6997194,0.04170845,-4.560868,1.3155901,-3.4480963,2.1007016,-3.4480963,2.1007016,15,57.198692,1.1767637,0.46735743,,,,,,,,,,,,,,,,,,,
1.4011885,0.3781986018,,,,,20.2816455,0.2553904553,21.682834,0.2789442556,,,601,158.2555060744,59.1221014805,532.58636,122.113884,-4.94504,0.1378054,-5.3191857,0.13804513,-6.1642885,0.25536856,-5.549067,0.18644466,-5.549067,0.18644466,16,-78.14209,1.2730768,0.514768,601,158.2555140791,59.1220635454,532.58636,122.113884,-4.7441645,0.18974927,-5.2947407,0.1712346,-6.253836,0.2780427,-5.5827966,0.21262826,-5.5827966,0.21262826,10,-78.14209,1.2730768,0.45548522,,,,,,,,,,,,,,,,,,,
2.714356,0.6074145051,,,,,19.7797667,0.1616035445,22.4941227,0.5855225661,,,602,158.2496683849,59.1217753853,575.4176,117.41394,-5.855147,0.09571622,-6.3430357,0.09331115,-6.6661673,0.16156894,-6.449103,0.13457626,-6.449103,0.13457626,29,-66.26161,1.1838514,0.7389257,602,158.2496730917,59.1217362419,575.4176,117.41394,-4.6680827,0.31891742,-7.8637004,0.035861533,-5.4425473,0.5850936,-5.4064264,0.40990928,-5.4064264,0.40990928,12,-66.26161,1.1838514,0.4847336,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,603,158.3277245881,59.1192072772,2.5871456,81.50817,-6.517045,0.04497732,-6.581278,0.045293365,99,99,-5.281173,0.16848983,-6.581278,0.045293365,18,-52.832115,1.8663162,0.9370738,603,158.3277779715,59.1191800994,2.5871456,81.50817,99,99,99,99,99,99,99,99,99,99,1,-52.832115,1.8663162,0.34953523,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,604,158.3277359719,59.1215479078,2.5706336,114.97374,-6.903451,0.043260276,-7.02219,0.043847375,99,99,-4.1284733,0.74820536,-7.02219,0.043847375,38,-86.75469,2.4220767,0.972738,604,158.3277878247,59.1215221434,2.5706336,114.97374,99,99,99,99,99,99,99,99,99,99,8,-86.75469,2.4220767,0.40318552,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,605,158.3267428007,59.1211269904,9.846355,108.941086,-6.9406686,0.04539314,-7.098563,0.04614578,99,99,-6.0856614,0.14919475,-7.098563,0.04614578,47,-59.086746,1.4030352,0.9776926,605,158.3267943318,59.1211008004,9.846355,108.941086,99,99,99,99,99,99,99,99,99,99,10,-59.086746,1.4030352,0.41682866,,,,,,,,,,,,,,,,,,,
106.9857626,99.0001826433,,,,,19.9509074,0.1888418524,126.93667,99.0000025361,,,606,158.276512405,59.1877848341,379.60864,1061.3953,-7.1700654,0.042112224,-7.3506494,0.04285097,-6.4950266,0.18881224,-6.933869,0.06823836,-7.3506494,0.04285097,63,28.089064,1.2629647,0.66372633,606,158.2764897659,59.1877901297,379.60864,1061.3953,99,99,99,99,99,99,99,99,99,99,0,28.089064,1.2629647,0.019272702,,,,,,,,,,,,,,,,,,,
4.2526054,2.6033043782,,,,,19.861788,0.1741907935,24.1143934,2.5974701641,,,607,158.2690209459,59.1217264931,433.41248,116.85378,-6.05154,0.07898717,-6.352133,0.07998552,-6.584146,0.17415869,-6.5808067,0.1215769,-6.5808067,0.1215769,38,20.948074,1.1802124,0.8610034,607,158.2690373303,59.1216906734,433.41248,116.85378,-5.0097785,0.22773895,-8.205397,0.027576461,-3.8222766,2.5973735,-5.9531984,0.25308725,-5.9531984,0.25308725,17,20.948074,1.1802124,0.54910886,,,,,,,,,,,,,,,,,,,
-98.4503167,105.5830081403,,,,,125.445934,99.0000000565,26.9956173,36.6983868416,,,608,158.1830479859,59.1214527995,1064.2627,112.63838,-6.4228773,0.05952541,-6.6050344,0.06057228,99,99,-5.1875024,0.28576759,-6.6050344,0.06057228,33,32.602783,2.208519,0.9443073,608,158.1830128398,59.1214019051,1064.2627,112.63838,1.4622062,88.53329,-1.7334116,9.195024,-0.9410527,36.69838,0.29727396,52.092976,-1.7334116,9.195024,0,32.602783,2.208519,0.048430383,,,,,,,,,,,,,,,,,,,
-98.1637029,110.0016943482,,,,,125.445934,99.0000000565,27.2822311,47.951775236,,,609,158.1831246594,59.12097644,1063.7012,105.82748,-4.82396,0.14926864,-5.2439294,0.14811316,99,99,-5.218655,0.17521594,-5.2439294,0.14811316,10,-58.618935,1.2093797,0.69365716,609,158.1830898733,59.1209252718,1063.7012,105.82748,2.829628,187.16298,-0.36598957,19.438648,-0.6544389,47.95177,1.5898103,105.37819,-0.36598957,19.438648,0,-58.618935,1.2093797,0.04974888,,,,,,,,,,,,,,,,,,,
-98.6504834,101.886803586,,,,,125.445934,99.0000000565,26.7954506,24.0815434261,,,610,158.1814885103,59.1211513189,1075.7067,108.32994,-6.6083736,0.049666587,-6.728264,0.05034616,99,99,-6.1517587,0.09576826,-6.728264,0.05034616,23,58.215855,1.4992677,0.9425428,610,158.1814526255,59.121099972,1075.7067,108.32994,0.7840822,45.4761,-2.4115355,4.7231426,-1.1412194,24.081533,0.06982968,32.947594,-2.4115355,4.7231426,0,58.215855,1.4992677,0.04763959,,,,,,,,,,,,,,,,,,,
-98.4077916,103.2868103526,,,,,125.445934,99.0000000565,27.0381424,29.4476685262,,,611,158.1813998727,59.1207026676,1076.3583,101.91542,-5.7492075,0.07000559,-5.844525,0.0707781,99,99,-5.248322,0.1497824,-5.844525,0.0707781,11,13.649821,1.8151882,0.7296308,611,158.1813642303,59.1206510349,1076.3583,101.91542,1.9628996,84.24783,-1.2327181,8.74996,-0.8985276,29.44766,1.1643952,61.67933,-1.2327181,8.74996,0,13.649821,1.8151882,0.047933124,,,,,,,,,,,,,,,,,,,
3.8919398,2.4841693509,,,,,20.169713,0.2305585537,24.0616528,2.4734470112,,,612,158.19812744,59.1212335714,953.612,109.4982,-5.73582,0.09119817,-6.034154,0.09237315,-6.276221,0.2305343,-5.971589,0.16262569,-5.971589,0.16262569,26,50.069332,1.1169655,0.6823171,612,158.1981015038,59.1211851624,953.612,109.4982,-0.70091057,10.108955,-3.8965282,1.0500385,-3.8750172,2.4733455,-2.566805,4.3333287,-2.566805,4.3333287,0,50.069332,1.1169655,0.019298693,,,,,,,,,,,,,,,,,,,
105.9366755,99.0011661409,,,,,20.9999945,0.4799948895,126.93667,99.0000025361,,,613,158.3008917331,59.1880462668,201.06999,1065.3862,-6.8190355,0.05168695,-7.0376215,0.052607287,-5.4459395,0.47998324,-6.6891828,0.0813167,-6.6891828,0.0813167,44,-21.849632,1.4201472,0.9582206,613,158.3008836215,59.1880559435,201.06999,1065.3862,99,99,99,99,99,99,99,99,99,99,0,-21.849632,1.4201472,0.019272702,,,,,,,,,,,,,,,,,,,
106.040207,99.001017699,,,,,20.896463,0.4483339022,126.93667,99.0000025361,,,614,158.2854280725,59.1212575562,313.01172,110.2991,-4.496668,0.17180642,-4.8966994,0.171226,-5.549471,0.44832143,-5.5220113,0.20276712,-5.5220113,0.20276712,10,89.469826,1.5675528,0.4936698,614,158.2854546408,59.1212242953,313.01172,110.2991,-2.9131205,0.81493473,-6.1087384,0.08882797,99,99,99,99,99,99,2,89.469826,1.5675528,0.35213786,,,,,,,,,,,,,,,,,,,
-1.0352631,6.6803914683,,,,,23.8262965,6.6359614426,22.7910334,0.7691852192,,,615,158.2144469771,59.1206755481,833.8589,101.54174,-4.839695,0.14379993,-5.2034965,0.1443184,-2.6196375,6.6359606,-5.7005653,0.18769966,-5.7005653,0.18769966,15,30.904215,1.3856242,0.5050424,615,158.2144312215,59.1206296344,833.8589,101.54174,99,99,99,99,-5.1456366,0.76885873,99,99,99,99,2,30.904215,1.3856242,0.36173782,,,,,,,,,,,,,,,,,,,
106.48301,99.0004535927,,,,,20.45366,0.2988467812,126.93667,99.0000025361,,,616,158.3125467912,59.1204111955,113.99687,98.51096,-3.880968,0.2600732,-4.6718044,0.2245677,-5.992274,0.29882807,-5.511037,0.20478134,-5.511037,0.20478134,7,62.98296,1.606108,0.372292,616,158.3125902432,59.1203821181,113.99687,98.51096,-2.7826114,0.8079028,-5.978229,0.089360654,99,99,99,99,99,99,2,62.98296,1.606108,0.37240195,,,,,,,,,,,,,,,,,,,
-93.8429644,2570.2927998817,,,,,125.445934,99.0000000565,31.6029696,2568.3855000978,,,617,158.2039598095,59.1874702735,910.95514,1056.5303,-5.4582686,0.09357471,-5.64707,0.09523505,99,99,-5.0517373,0.17404786,-5.0517373,0.17404786,11,44.041855,1.4652627,0.645477,617,158.2038936609,59.1874627943,910.95514,1056.5303,99,99,99,99,3.6662996,2568.3855,6.8035736,10843.448,6.8035736,10843.448,0,44.041855,1.4652627,0.0006566436,,,,,,,,,,,,,,,,,,,
1.828277,0.2598486526,,,,,19.596765,0.136911917,21.425042,0.2208539092,,,618,158.2837817893,59.1197393283,325.0627,88.575676,-6.8691483,0.049106345,-7.0621257,0.04998118,-6.849169,0.13687107,-6.968757,0.06308476,-6.968757,0.06308476,63,88.22553,1.0936141,0.9720961,618,158.2838083649,59.1197048669,325.0627,88.575676,-5.5432286,0.17941992,-8.738846,0.021641647,-6.511628,0.21971412,-6.1638317,0.15043792,-6.1638317,0.15043792,23,88.22553,1.0936141,0.55007315,,,,,,,,,,,,,,,,,,,
1.413928,0.41629173,,,,,20.3796427,0.2793916942,21.7935707,0.3086083046,,,619,158.2928179202,59.1198141749,258.7555,89.73942,-5.069588,0.12673452,-5.400175,0.12785903,-6.0662913,0.27937168,-5.6722975,0.19480395,-5.6722975,0.19480395,15,-57.767292,1.0441276,0.51603574,619,158.2928498861,59.119781323,258.7555,89.73942,-4.178168,0.3203882,-7.3737855,0.039744295,-6.1430993,0.30779365,-4.9862337,0.42838162,-4.9862337,0.42838162,8,-57.767292,1.0441276,0.4298038,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,620,158.19374694,59.187475404,985.751,1056.5983,-6.1074786,0.08102995,-6.489334,0.081052765,99,99,-5.8004394,0.16170341,-5.8004394,0.16170341,29,38.61073,1.550929,0.81388974,620,158.1936746375,59.1874661544,985.751,1056.5983,99,99,99,99,99,99,99,99,99,99,0,38.61073,1.550929,0.0005376463,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,621,158.319379579,59.1870687108,65.64709,1051.6451,-5.1517715,0.115847774,-5.4123874,0.117715426,99,99,-5.2621093,0.16298631,-5.2621093,0.16298631,14,-73.44157,1.563545,0.7051862,621,158.3193832631,59.1870809993,65.64709,1051.6451,99,99,99,99,99,99,99,99,99,99,0,-73.44157,1.563545,0.019272702,,,,,,,,,,,,,,,,,,,
0.8294293,1.1756229136,,,,,21.7568447,0.9879589598,22.586274,0.6372019529,,,622,158.2443797217,59.1195191978,614.2002,85.12502,-5.0614834,0.13777374,-5.546288,0.13443151,-4.6890893,0.9879533,-5.7223096,0.12844583,-5.7223096,0.12844583,17,73.60935,1.0852906,0.5182107,622,158.2443827314,59.1194777774,614.2002,85.12502,-3.9473279,0.42975494,-7.142946,0.048845027,-5.350396,0.6368078,-4.9027553,0.31359988,-4.9027553,0.31359988,8,73.60935,1.0852906,0.35383302,,,,,,,,,,,,,,,,,,,
9.9651451,827.1385999702,,,,,20.4079472,0.2866398581,30.3730923,827.1385503035,,,623,158.1849652689,59.1195903782,1050.1976,86.00806,-4.6189227,0.16907394,-5.1059494,0.16486675,-6.0379868,0.28662035,-5.5981946,0.11290275,-5.5981946,0.11290275,11,1.1007853,1.9181246,0.621526,623,158.1849325028,59.119538694,1050.1976,86.00806,6.337188,4463.1753,3.14157,463.54272,2.4364223,827.13855,5.2142615,2631.1143,5.2142615,2631.1143,0,1.1007853,1.9181246,0.0006084449,,,,,,,,,,,,,,,,,,,
0.0389438,1.3367323401,,,,,22.0347382,1.2759366824,22.073682,0.398546022,,,624,158.2180833361,59.1195559567,807.1695,85.54312,-4.4775105,0.16289732,-4.776683,0.16498138,-4.4111958,1.2759323,-5.7187862,0.17514409,-5.7187862,0.17514409,10,48.560844,1.497948,0.5163046,624,158.2180705046,59.1195099988,807.1695,85.54312,-2.4642084,1.1297137,-5.6598263,0.120935895,-5.862988,0.39791554,-4.625082,0.5575548,-4.625082,0.5575548,2,48.560844,1.497948,0.35796693,,,,,,,,,,,,,,,,,,,
4.5147384,3.4823385995,,,,,19.9166786,0.1831133689,24.431417,3.4775209008,,,625,158.3034221165,59.1194587229,180.9318,84.77861,-5.0163507,0.14572978,-5.5969167,0.13782066,-6.5292554,0.18308283,-5.8799305,0.16571204,-5.8799305,0.16571204,17,63.875576,1.2922189,0.5030404,625,158.3034607002,59.1194274922,180.9318,84.77861,-3.0835302,0.9601988,-6.2791476,0.10160266,-3.505253,3.4774487,-4.542248,0.66005415,-4.542248,0.66005415,4,63.875576,1.2922189,0.35835546,,,,,,,,,,,,,,,,,,,
103.8687391,99.0514316224,,,,,23.0679309,3.191489352,126.93667,99.0000025361,,,626,158.2241046949,59.1881184976,763.42456,1065.8424,-5.206934,0.110655785,-5.4446626,0.11256952,-3.3780031,3.1914876,-5.4453683,0.14348678,-5.4453683,0.14348678,15,-53.39397,1.8303994,0.6685246,626,158.2240502518,59.1881149058,763.42456,1065.8424,99,99,99,99,99,99,99,99,99,99,0,-53.39397,1.8303994,0.019272702,,,,,,,,,,,,,,,,,,,
-104.302678,99.0001483378,,,,,125.445934,99.0000000565,21.143256,0.1713467965,,,627,158.3234875212,59.1191944635,33.679638,81.263695,-6.427832,0.0632839,-6.669264,0.06436897,99,99,-5.610185,0.19998424,-6.669264,0.06436897,46,-7.704547,1.865243,0.78324217,627,158.3235383613,59.1191665451,33.679638,81.263695,-6.2533875,0.084534936,-6.578615,0.08137857,-6.793414,0.16987516,-6.6649146,0.091314554,-6.578615,0.08137857,49,-7.704547,1.865243,0.23905735,,,,,,,,,,,,,,,,,,,
106.5567703,99.0003970688,,,,,20.3798997,0.2794953068,126.93667,99.0000025361,,,628,158.2281379275,59.1191696616,733.3838,80.05213,-5.6665306,0.105429076,-6.1790075,0.102023736,-6.0660343,0.2794753,-6.1364374,0.12364591,-6.1364374,0.12364591,31,48.61605,1.3621082,0.7852154,628,158.2281313974,59.1191252147,733.3838,80.05213,-3.494648,0.8611223,-6.6902657,0.0906556,99,99,99,99,99,99,12,48.61605,1.3621082,0.38659427,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,629,158.2229441507,59.1883544993,771.9253,1069.2129,-4.070032,0.2642201,-5.6944447,0.13273053,99,99,-5.544857,0.11820811,-5.544857,0.11820811,6,46.63853,1.0118991,0.63108367,629,158.2228888525,59.1883508483,771.9253,1069.2129,99,99,99,99,99,99,99,99,99,99,0,46.63853,1.0118991,0.019272702,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,630,158.2209222033,59.1190081407,786.3341,77.71859,-5.7855215,0.091458686,-6.1215224,0.0921987,99,99,-6.0681562,0.10653557,-6.0681562,0.10653557,29,69.64055,1.3151779,0.62398595,630,158.2209114398,59.118962345,786.3341,77.71859,-4.12964,0.46049097,-7.325258,0.050295055,99,99,-4.2641325,0.6361781,-4.2641325,0.6361781,7,69.64055,1.3151779,0.37517554,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,631,158.1833368557,59.1188135385,1062.149,74.90286,-5.06881,0.12145439,-5.340326,0.12331883,99,99,-5.454426,0.13283916,-5.454426,0.13283916,9,-45.437614,1.3052368,0.74507385,631,158.1833036226,59.1187611032,1062.149,74.90286,99,99,99,99,99,99,99,99,99,99,0,-45.437614,1.3052368,0.019272702,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,632,158.1900493283,59.1878413204,1012.8308,1061.8308,-6.0726733,0.07485219,-6.318838,0.07611966,99,99,-5.6936183,0.14612873,-5.6936183,0.14612873,17,52.26467,1.6668829,0.7490915,632,158.1899745572,59.187831649,1012.8308,1061.8308,99,99,99,99,99,99,99,99,99,99,0,52.26467,1.6668829,0.0001165133,,,,,,,,,,,,,,,,,,,
105.871492,99.0013871468,,,,,21.065178,0.5235979793,126.93667,99.0000025361,,,633,158.3027898747,59.187548484,187.15726,1058.2916,-4.747319,0.14343187,-5.0423965,0.14532891,-5.380756,0.5235873,-5.190984,0.15406725,-5.190984,0.15406725,9,-85.48685,1.3341035,0.7031297,633,158.3027832363,59.1875581894,187.15726,1058.2916,99,99,99,99,99,99,99,99,99,99,0,-85.48685,1.3341035,0.021011956,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,634,158.2510646881,59.1878540879,565.9787,1062.1907,-4.851557,0.1276504,-5.068239,0.12992682,99,99,-5.344003,0.13032864,-5.344003,0.13032864,8,0.8097386,1.685549,0.6935825,634,158.2510266644,59.1878550138,565.9787,1062.1907,99,99,99,99,99,99,99,99,99,99,0,0.8097386,1.685549,0.019272702,,,,,,,,,,,,,,,,,,,
11.8121052,1081.3250024943,,,,,18.8515436,0.0699442556,30.6636488,1081.3250002322,,,635,158.1952886522,59.1878692445,974.4601,1062.2292,-8.02178,0.024875276,-8.122187,0.025164513,-7.5943904,0.069864266,-7.9470644,0.032624055,-7.9470644,0.032624055,103,41.45047,1.0663414,0.97313106,635,158.1952170176,59.1878604999,974.4601,1062.2292,4.321102,2141.104,1.1254845,222.3738,2.7269788,1081.325,3.9541466,2011.4889,3.9541466,2011.4889,0,41.45047,1.0663414,0.0006301907,,,,,,,,,,,,,,,,,,,
1.278671,0.2130720845,,,,,19.711436,0.1519114928,20.990107,0.1494075351,,,636,158.3044663384,59.1183966125,173.24391,69.60558,-4.3237767,0.19238582,-4.7947226,0.18845253,-6.734498,0.15187468,-5.646458,0.19591087,-5.646458,0.19591087,9,-59.524048,1.3083334,0.48960236,636,158.3045062489,59.1183649221,173.24391,69.60558,-3.6943474,0.38830626,-6.889965,0.0491296,-6.946563,0.14771749,-5.7787175,0.20458722,-5.7787175,0.20458722,6,-59.524048,1.3083334,0.35919812,,,,,,,,,,,,,,,,,,,
107.3807297,99.0000904164,,,,,19.5559403,0.1319102363,126.93667,99.0000025361,,,637,158.2783811842,59.1876872723,365.9207,1060.0175,-7.048191,0.04747169,-7.2876706,0.048289448,-6.8899937,0.13186784,-6.980913,0.07041754,-7.2876706,0.048289448,64,12.669809,1.1703337,0.8864711,637,158.2783597362,59.187692833,365.9207,1060.0175,99,99,99,99,99,99,99,99,99,99,0,12.669809,1.1703337,0.03456552,,,,,,,,,,,,,,,,,,,
5.2244332,3.3758682713,,,,,19.174549,0.0934387817,24.3989822,3.3745749035,,,638,158.2355137008,59.1844108603,679.8373,1012.8767,-7.1385126,0.039104395,-7.26107,0.039649345,-7.271385,0.09337892,-7.180373,0.05033476,-7.180373,0.05033476,58,53.770584,1.0710309,0.9642049,638,158.2354685816,59.1844070142,679.8373,1012.8767,-1.1680613,9.685517,-4.363679,1.005994,-3.5376878,3.3745005,-1.9469285,6.7938676,-1.9469285,6.7938676,0,53.770584,1.0710309,0.01954513,,,,,,,,,,,,,,,,,,,
3.8821892,11.0359426895,,,,,21.7987635,1.0270518443,25.6809527,10.9880478501,,,639,158.3078482966,59.1866735121,150.08978,1045.8434,-6.0576363,0.08061429,-6.3922358,0.081283115,-4.6471705,1.0270464,-5.872845,0.13795683,-5.872845,0.13795683,22,-29.587482,1.4303182,0.63750976,639,158.3078452863,59.1866835662,150.08978,1045.8434,1.5367713,94.82797,-1.6588464,9.848786,-2.2557173,10.988025,-0.28915703,26.99014,-0.28915703,26.99014,0,-29.587482,1.4303182,0.047227595,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,640,158.2698905769,59.1875610909,428.1007,1058.1387,-4.723602,0.14631276,-5.0310707,0.14804825,99,99,-5.283622,0.19178623,-5.283622,0.19178623,6,2.9219313,1.8121778,0.5525755,640,158.2698640937,59.1875651041,428.1007,1058.1387,99,99,99,99,99,99,99,99,99,99,0,2.9219313,1.8121778,0.0006570437,,,,,,,,,,,,,,,,,,,
108.602654,99.0000124132,,,,,18.334016,0.0442227353,126.93667,99.0000025361,,,641,158.3132310912,59.1840754805,110.60071,1008.76654,-8.038995,0.024655398,-8.138984,0.024940902,-8.111918,0.044096112,-8.121406,0.028898863,-8.121406,0.028898863,117,-6.7502685,1.0471625,0.9590567,641,158.3132330412,59.1840849008,110.60071,1008.76654,99,99,99,99,99,99,99,99,99,99,0,-6.7502685,1.0471625,0.019272702,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,642,158.3277561242,59.1867757438,4.2909102,1047.5754,-7.547792,0.028182717,-7.614152,0.028388932,99,99,-6.5885878,0.08605963,-6.5885878,0.08605963,49,-25.874117,1.1994817,0.9798981,642,158.3277650547,59.1867893056,4.2909102,1047.5754,99,99,99,99,99,99,99,99,99,99,0,-25.874117,1.1994817,0.019272702,,,,,,,,,,,,,,,,,,,
1.490736,140.0071445082,,,,,125.445934,99.0000000565,126.93667,99.0000025361,,,643,158.1976107791,59.1872922507,957.4533,1053.9802,-4.3781877,0.17025365,-4.675215,0.1724708,99,99,-5.450266,0.1041644,-5.450266,0.1041644,7,26.468096,1.6000913,0.5978932,643,158.1975409246,59.1872835618,957.4533,1053.9802,99,99,99,99,99,99,99,99,99,99,0,26.468096,1.6000913,0.019272702,,,,,,,,,,,,,,,,,,,
-98.8786511,101.7614605382,,,,,125.445934,99.0000000565,26.5672829,23.5455906635,,,644,158.1825032105,59.171696888,1068.1356,831.01025,-4.887682,0.1239056,-5.092099,0.12612432,99,99,-5.714887,0.093898244,-5.714887,0.093898244,8,-89.99129,1.6289115,0.7368218,644,158.1824345728,59.1716761792,1068.1356,831.01025,2.781605,152.17987,-0.4140126,15.805334,-1.3693871,23.54558,1.6844901,92.19143,1.6844901,92.19143,0,-89.99129,1.6289115,0.048971172,,,,,,,,,,,,,,,,,,,
4.0567393,6.8031262182,,,,,21.1001675,0.5406364427,25.1569068,6.7816103234,,,645,158.2862266859,59.1839923299,308.39017,1007.2645,-5.8573546,0.09221743,-6.2659287,0.09173755,-5.3457665,0.5406261,-6.1474147,0.16417043,-6.1474147,0.16417043,23,56.01535,1.6801456,0.55802375,645,158.2862124069,59.1839970234,308.39017,1007.2645,0.037707772,22.871595,-3.1579099,2.3754735,-2.7797632,6.7815733,-1.8207529,10.260757,-1.8207529,10.260757,0,56.01535,1.6801456,0.0321599,,,,,,,,,,,,,,,,,,,
